bit	corr1	corr2
99	0.7059	0.5385
100	0.7392	0.4526
101	0.7674	0.6867
102	0.6272	0.4859
103	0.5793	0.3593
104	0.5967	0.4859
105	0.6965	0.5385
106	0.0000	0.0000
107	0.3593	0.3593
108	0.7315	0.5141
109	0.4859	0.3593
110	0.6651	0.4859
111	0.7608	0.5385
112	0.5385	0.3593
113	0.0000	0.0000
114	0.5385	0.4526
115	0.6126	0.4859
116	0.6762	0.5385
117	0.4526	0.4526
118	0.2852	0.2852
119	0.6762	0.3593
120	0.1601	0.0000
121	0.1601	0.1601
122	0.0000	0.0000
123	0.1601	0.1601
124	0.1601	0.1601
125	0.1601	0.1601
126	0.0000	0.0000
127	0.0000	0.0000
128	0.0000	0.0000
129	0.0000	0.0000
130	0.0000	0.0000
131	0.0000	0.0000
132	0.0000	0.0000
133	0.0000	0.0000
134	0.0000	0.0000
135	0.0000	0.0000
136	0.0000	0.0000
137	0.0000	0.0000
138	0.0000	0.0000
139	0.0000	0.0000
140	0.0000	0.0000
141	0.0000	0.0000
142	0.0000	0.0000
143	0.0000	0.0000
144	0.0000	0.0000
145	0.0000	0.0000
146	0.0000	0.0000
147	0.0000	0.0000
148	0.0000	0.0000
149	0.0000	0.0000
150	0.0000	0.0000
151	0.0000	0.0000
152	0.0000	0.0000
153	0.0000	0.0000
154	0.0000	0.0000
155	0.0000	0.0000
156	0.0000	0.0000
157	0.0000	0.0000
158	0.0000	0.0000
159	0.0000	0.0000
160	0.0000	0.0000
161	0.0000	0.0000
162	0.0000	0.0000
163	0.0000	0.0000
164	0.0000	0.0000
165	0.0000	0.0000
166	0.0000	0.0000
167	0.0000	0.0000
168	0.0000	0.0000
169	0.0000	0.0000
170	0.0000	0.0000
171	0.0000	0.0000
172	0.0000	0.0000
173	0.0000	0.0000
174	0.0000	0.0000
175	0.0000	0.0000
176	0.0000	0.0000
177	0.0000	0.0000
178	0.0000	0.0000
179	0.0000	0.0000
180	0.0000	0.0000
181	0.0000	0.0000
182	0.0000	0.0000
183	0.0000	0.0000
184	0.0000	0.0000
185	0.0000	0.0000
186	0.0000	0.0000
187	0.0000	0.0000
188	0.0000	0.0000
189	0.0000	0.0000
190	0.0000	0.0000
191	0.0000	0.0000
192	0.0000	0.0000
193	0.0000	0.0000
194	0.0000	0.0000
195	0.0000	0.0000
196	0.0000	0.0000
197	0.0000	0.0000
198	0.0000	0.0000
199	0.0000	0.0000
200	0.0000	0.0000
201	0.0000	0.0000
202	0.0000	0.0000
203	0.0000	0.0000
204	0.0000	0.0000
205	0.0000	0.0000
206	0.0000	0.0000
207	0.0000	0.0000
208	0.0000	0.0000
209	0.0000	0.0000
210	0.0000	0.0000
211	0.0000	0.0000
212	0.0000	0.0000
213	0.0000	0.0000
214	0.0000	0.0000
215	0.0000	0.0000
216	0.0000	0.0000
217	0.0000	0.0000
218	0.0000	0.0000
219	0.0000	0.0000
220	0.0000	0.0000
221	0.0000	0.0000
222	0.0000	0.0000
223	0.0000	0.0000
224	0.0000	0.0000
225	0.0000	0.0000
226	0.0000	0.0000
227	0.0000	0.0000
228	0.0000	0.0000
229	0.0000	0.0000
230	0.0000	0.0000
231	0.0000	0.0000
232	0.0000	0.0000
233	0.0000	0.0000
234	0.0000	0.0000
235	0.0000	0.0000
236	0.0000	0.0000
237	0.0000	0.0000
238	0.0000	0.0000
239	0.0000	0.0000
240	0.0000	0.0000
241	0.0000	0.0000
242	0.0000	0.0000
243	0.0000	0.0000
244	0.0000	0.0000
245	0.0000	0.0000
246	0.0000	0.0000
247	0.0000	0.0000
248	0.0000	0.0000
249	0.0000	0.0000
250	0.0000	0.0000
251	0.0000	0.0000
252	0.0000	0.0000
253	0.0000	0.0000
254	0.0000	0.0000
